Vendedor_Responsavel,total_vendas,total_comissao,carros_vendidos
ADAM MITCHELL,58219.0,4165.34,2
ADAM MOLINA,37914.0,5132.51,1
ADAM MONROE,13683.0,1418.08,1
ADAM MONTES,36086.0,4549.33,1
ADAM MOODY,27303.0,3561.53,1
ADAM MOORE,44815.0,4584.64,2
ADAM MORALES,22743.0,3033.68,1
ADAM MORGAN,45293.0,2867.41,1
ADAM MORRIS,34335.0,2070.31,1
ADAM MUELLER,14465.0,937.4,1
ADAM MUNOZ,19429.0,2055.53,1
ADAM MURILLO,32063.0,3162.93,1
ADAM MURPHY,56708.0,6213.27,2
ADAM MYERS,19533.0,2501.1,1
ADAM NELSON,57303.0,5430.86,2
ADAM NEWMAN,33515.0,1740.98,1
ADAM NEWMAN PHD,49813.0,5226.66,1
ADAM NICHOLSON,48688.0,2572.47,1
ADAM ODONNELL,13632.0,1988.54,1
ADAM OLSON,42684.0,4033.44,1
ADAM OROZCO,27091.0,3613.73,1
ADAM ORTEGA,47002.0,4040.63,2
ADAM OWEN,47145.0,2842.8,1
ADAM PALMER,26810.0,2792.51,1
ADAM PARKS,117323.0,13478.11,3
ADAM PATTERSON,15873.0,811.55,1
ADAM PAUL,44298.0,3354.92,2
ADAM PEREZ,117833.0,13786.09,5
ADAM PERRY,46441.0,4699.07,1
ADAM PETERS,95948.0,6998.93,3
ADAM PETERSON,30201.0,3122.09,2
ADAM PHAM,49063.0,6032.94,1
ADAM PHELPS,40133.0,4291.15,1
ADAM POPE,46671.0,3548.43,1
ADAM PORTER,68868.0,7725.68,2
ADAM POTTER,18237.0,2230.86,1
ADAM POWERS,45276.0,3858.0,1
ADAM PRESTON,23728.0,2701.56,1
ADAM PRICE,50812.0,6549.45,2
ADAM RAMIREZ,10547.0,555.92,1
ADAM RAMOS,32650.0,2522.25,2
ADAM RAMSEY,19134.0,1477.27,1
ADAM REED,36460.0,2073.82,1
ADAM REYES V,12711.0,1412.37,1
ADAM RHODES,93680.0,8121.75,3
ADAM RICHARDS,46888.0,6856.98,1
ADAM RICHARDSON,45183.0,3963.33,1
ADAM RILEY,81943.0,8805.48,3
ADAM RIVAS,11024.0,588.6,1
ADAM RIVERA,58307.0,4043.31,2
ADAM ROBERTS,17642.0,1365.25,1
ADAM ROBINSON,36550.0,4432.02,1
ADAM RODRIGUEZ,148070.0,14307.01,5
ADAM RODRIGUEZ MD,43535.0,4045.91,1
ADAM ROGERS,28128.0,2682.52,1
ADAM ROLLINS,37645.0,4789.8,1
ADAM ROMERO,13581.0,866.16,1
ADAM ROSARIO,22708.0,3126.39,1
ADAM ROSS,21834.0,1634.42,1
ADAM ROTH,92025.0,9710.61,2
ADAM RUSSELL,59044.0,6579.07,3
ADAM SALAZAR,64822.0,8102.13,2
ADAM SALINAS,24802.0,2242.33,1
ADAM SANCHEZ,73311.0,8898.42,2
ADAM SANTANA,47545.0,2478.47,1
ADAM SANTIAGO,29212.0,3584.81,1
ADAM SANTOS,26143.0,1890.79,1
ADAM SCHNEIDER,82801.0,5380.89,2
ADAM SCHWARTZ,130303.0,16862.010000000002,4
ADAM SCOTT,97305.0,9584.21,3
ADAM SHAFFER,85159.0,9032.2,2
ADAM SHANNON,15180.0,1092.96,1
ADAM SHARP,30572.0,1949.0,1
ADAM SIMON,49996.0,5299.19,1
ADAM SIMS,22454.0,1459.57,1
ADAM SINGH,29437.0,2147.96,1
ADAM SLOAN,91310.0,11089.54,2
ADAM SMITH,558398.0,50408.63,17
ADAM SMITH JR.,37338.0,2145.89,1
ADAM SNYDER III,49640.0,2844.87,1
ADAM STANLEY,48093.0,4835.01,1
ADAM STEPHENS,39377.0,5487.41,1
ADAM STEVENS,34706.0,3321.21,2
ADAM STEVENSON,56071.0,4556.860000000001,2
ADAM STEWART,30240.0,2668.35,2
ADAM STOKES,24390.0,2359.4,1
ADAM STONE DVM,15702.0,1970.38,1
ADAM SULLIVAN,58165.0,4489.93,2
ADAM SUTTON,39507.0,2192.03,1
ADAM TANNER,22000.0,1164.67,1
ADAM TAYLOR,108681.0,11301.65,3
ADAM THOMAS,25414.0,2991.57,1
ADAM THOMPSON,96487.0,11711.38,4
ADAM THORNTON,57621.0,5841.740000000001,2
ADAM TORRES,88819.0,8946.28,3
ADAM TREVINO,10918.0,1076.01,1
ADAM TRUJILLO,42827.0,6156.62,1
ADAM TUCKER,15968.0,1086.44,1
ADAM TURNER,21414.0,2889.11,1
ADAM UNDERWOOD,33662.0,3404.02,1
ADAM VALENZUELA,36338.0,2013.74,1
ADAM VASQUEZ,18053.0,2555.08,1
ADAM VAZQUEZ,11542.0,1069.55,1
ADAM WAGNER,39872.0,3971.52,1
ADAM WALKER,134226.0,11094.14,5
ADAM WALL,33008.0,2777.22,1
ADAM WALLACE,42524.0,3492.78,2
ADAM WALSH,26815.0,1587.82,1
ADAM WALTON,37940.0,4196.96,1
ADAM WARD,66140.0,7004.57,2
ADAM WARNER,14197.0,731.87,1
ADAM WARREN,33863.0,1872.7,1
ADAM WASHINGTON,31407.0,2044.68,1
ADAM WATKINS,17731.0,1047.65,1
ADAM WATSON,51999.0,7636.09,2
ADAM WATTS,25197.0,2520.19,1
ADAM WEAVER,18166.0,1305.96,1
ADAM WEBB,10156.0,1143.86,1
ADAM WELCH,62255.0,4171.68,2
ADAM WERNER,54764.0,7012.13,2
ADAM WHITE,95306.0,7767.43,3
ADAM WILCOX,44903.0,2982.93,1
ADAM WILLIAMS,142925.0,12324.55,4
ADAM WILLIAMSON,34425.0,4979.91,1
ADAM WILSON,144087.0,14660.17,4
ADAM WOLFE,23387.0,3244.39,2
ADAM WONG,11169.0,1162.09,1
ADAM WOODS,48691.0,3932.84,1
ADAM WRIGHT,61162.0,6693.1,2
ADAM WU,17831.0,1128.01,1
ADAM YANG,38560.0,2781.35,1
ADAM YOUNG,69810.0,7681.219999999999,3
ADAM YU,25856.0,2832.95,1
ADAM ZHANG,45047.0,2438.64,1
ADAM ZIMMERMAN,32847.0,4459.97,1
ADAM ZUNIGA,31807.0,3166.9,1
ADRIAN AGUILAR,59657.0,7459.860000000001,2
ADRIAN ALLEN,49141.0,4810.35,1
ADRIAN ANDERSON,41847.0,3324.32,1
ADRIAN AVERY,28752.0,4134.53,1
ADRIAN BAKER,43840.0,4107.58,2
ADRIAN BAUER,15555.0,2013.03,1
ADRIAN BENTLEY,33709.0,4628.32,1
ADRIAN BOYD,20188.0,1786.14,1
ADRIAN BROWN,14313.0,1057.1,1
ADRIAN CALLAHAN,41763.0,6094.55,1
ADRIAN CAMPOS,44912.0,6352.12,1
ADRIAN CARPENTER,10265.0,1042.36,1
ADRIAN CARTER,36212.0,2382.32,1
ADRIAN CHAPMAN,30060.0,2784.71,1
ADRIAN CHEN,21010.0,1207.92,1
ADRIAN CLARK,17825.0,2669.49,1
ADRIAN CLAYTON,38376.0,4860.92,1
ADRIAN COMPTON,32056.0,2167.94,1
ADRIAN CONWAY,12713.0,1728.07,1
ADRIAN COOK,13732.0,1476.25,1
ADRIAN DAVIS,112870.0,10617.69,3
ADRIAN DILLON,25024.0,2741.58,1
ADRIAN DUDLEY,24790.0,3612.9,1
ADRIAN DUKE,43735.0,4588.01,1
ADRIAN FARLEY,41562.0,5167.98,1
ADRIAN FOWLER,21757.0,2839.01,1
ADRIAN FREEMAN,34254.0,4461.13,1
ADRIAN GARCIA,52857.0,3071.27,2
ADRIAN GARNER,19974.0,1109.96,1
ADRIAN GEORGE,18805.0,2348.77,1
ADRIAN GIBSON,14196.0,1898.39,1
ADRIAN GOMEZ,43677.0,5400.41,2
ADRIAN GONZALEZ,31746.0,3866.23,1
ADRIAN GREER,18627.0,2451.95,1
ADRIAN GROSS,24748.0,3658.09,1
ADRIAN HALL,45491.0,2326.21,1
ADRIAN HARDY,16978.0,1399.23,1
ADRIAN HARRIS,24488.0,3272.44,1
ADRIAN HERRERA,28291.0,1766.91,1
ADRIAN HILL,40178.0,3885.88,1
ADRIAN HOLMES,39848.0,2175.9,1
ADRIAN HOOD,34405.0,2392.84,1
ADRIAN HOWARD,19376.0,1442.49,1
ADRIAN HUBBARD,44388.0,4788.55,1
ADRIAN HUDSON,42350.0,2661.64,1
ADRIAN HUGHES,39933.0,4679.18,1
ADRIAN HUNTER,32240.0,2996.97,1
ADRIAN JOHNSON,77443.0,7918.33,2
ADRIAN JOHNSTON,19177.0,996.02,1
ADRIAN JONES,38721.0,3374.46,1
ADRIAN KELLY,19006.0,1385.72,1
ADRIAN KENNEDY,48065.0,7146.65,1
ADRIAN LOVE,29286.0,4053.36,1
ADRIAN LOWERY,49208.0,3331.65,1
ADRIAN LYNCH,35733.0,3414.39,1
ADRIAN MARKS,15289.0,2221.31,1
ADRIAN MARTINEZ,33841.0,4620.34,1
ADRIAN MATTHEWS,12618.0,1668.84,1
ADRIAN MCGUIRE,38867.0,1998.18,1
ADRIAN MOLINA,79778.0,7884.79,2
ADRIAN MOORE,36850.0,3907.06,1
ADRIAN MORALES,49831.0,3273.2,1
ADRIAN MORGAN,30682.0,2986.97,1
ADRIAN MUNOZ,32233.0,2096.9,1
ADRIAN OBRIEN,42752.0,6333.46,1
ADRIAN ODONNELL,43588.0,5323.12,1
ADRIAN PATRICK,45027.0,5833.38,1
ADRIAN PATTERSON,45351.0,5216.93,1
ADRIAN PAYNE,13798.0,2032.23,1
ADRIAN PERRY,47146.0,3868.37,1
ADRIAN PETERS,39687.0,4519.5,1
ADRIAN RICHARDSON,41011.0,5834.74,1
ADRIAN RIVERA,14412.0,935.57,1
ADRIAN ROBERTS,29394.0,2435.24,1
ADRIAN ROBINSON,17932.0,976.24,1
ADRIAN RODRIGUEZ,27854.0,1772.42,1
ADRIAN ROGERS,44323.0,5430.68,1
ADRIAN ROSS,38333.0,4446.45,1
ADRIAN RUIZ,11811.0,1263.81,1
ADRIAN RUSSELL,30613.0,1643.79,1
ADRIAN SCOTT,45539.0,4857.78,1
ADRIAN SHELTON,13343.0,1605.47,1
ADRIAN SIMPSON,46269.0,3552.18,1
ADRIAN SMITH,54525.0,5040.72,3
ADRIAN STANLEY,42442.0,5932.94,1
ADRIAN STEVENS,49429.0,5010.28,1
ADRIAN THOMAS,16409.0,1407.28,1
ADRIAN TODD,23556.0,1227.88,1
ADRIAN TUCKER,46766.0,6603.5,1
ADRIAN WAGNER,31119.0,3221.05,1
ADRIAN WARD,88300.0,6780.1,2
ADRIAN WARNER,79170.0,6509.34,2
ADRIAN WATKINS,19721.0,2266.44,1
ADRIAN WATTS,44147.0,3478.78,1
ADRIAN WEAVER,45694.0,6186.82,1
ADRIAN WHITE,26182.0,2451.91,1
ADRIAN WHITNEY,17683.0,2149.77,1
ADRIAN WILCOX,30377.0,3693.79,1
ADRIAN WILLIAMS,86610.0,8630.710000000001,2
ADRIAN WINTERS,46753.0,6618.42,1
ADRIAN WOODS,42382.0,3636.72,1
ADRIAN WRIGHT,36312.0,2573.12,1
ADRIAN ZHANG,44513.0,6359.7,1
ADRIANA ALLEN,40384.0,4282.46,1
ADRIANA ANDERSON,63534.0,5237.42,2
ADRIANA BAKER,16818.0,952.54,1
ADRIANA BLAKE,18304.0,1923.55,1
ADRIANA BOYLE,30214.0,3276.77,1
ADRIANA CARROLL,25108.0,2884.59,1
ADRIANA COLE,24344.0,3077.96,1
ADRIANA CONWAY,45842.0,3027.23,1
ADRIANA DECKER,43369.0,2463.68,1
ADRIANA EVANS,46373.0,5176.53,1
ADRIANA FORD,29019.0,2476.15,1
ADRIANA HAMILTON,28436.0,2645.02,1
ADRIANA HAYNES,23687.0,3447.51,1
ADRIANA HOBBS,39902.0,5061.82,1
ADRIANA JIMENEZ,26907.0,1600.51,1
ADRIANA JONES,62256.0,8432.24,2
ADRIANA MARSH,11042.0,612.01,1
ADRIANA MARTINEZ,15402.0,1501.23,1
ADRIANA MILLER,24895.0,2289.61,1
ADRIANA MORRIS,33775.0,4263.35,1
ADRIANA MORRISON,25971.0,3105.51,1
ADRIANA OWENS,45786.0,5652.55,1
ADRIANA PATTERSON,49110.0,6081.38,1
ADRIANA REYNOLDS,45532.0,5561.54,1
ADRIANA ROBINSON,32058.0,1862.68,1
ADRIANA RUSSELL,33224.0,2043.52,1
ADRIANA SMITH,49155.0,7122.36,2
ADRIANA STRICKLAND,22590.0,3372.9,1
ADRIANA WHEELER,47230.0,2835.77,1
ADRIANA WHITE,23676.0,2257.67,1
ADRIANA WILLIAMS,21313.0,1177.41,1
ADRIANA WILSON,16608.0,1511.34,1
ADRIANA WISE,25996.0,1674.47,1
ADRIENNE AYALA,40259.0,4514.48,1
ADRIENNE BAKER,45646.0,6686.67,1
ADRIENNE BENDER,10620.0,1338.24,1
ADRIENNE BISHOP,16533.0,1065.77,1
ADRIENNE BROWN,27055.0,3645.09,1
ADRIENNE BULLOCK,19849.0,2786.66,1
ADRIENNE CASTILLO,21162.0,1943.79,1
ADRIENNE CHEN,48840.0,2671.11,1
ADRIENNE CLARK,42568.0,3599.85,1
ADRIENNE CLARK DDS,24397.0,2570.84,1
ADRIENNE CLARK DVM,18495.0,969.87,1
ADRIENNE FLOYD,21301.0,1313.17,1
ADRIENNE FORD,38223.0,4153.61,1
ADRIENNE FRANCO,42239.0,3566.64,1
ADRIENNE GIBSON,48487.0,3313.55,1
ADRIENNE GREEN,29096.0,2680.45,1
ADRIENNE HARRELL,48127.0,5326.07,1
ADRIENNE HERNANDEZ DDS,13205.0,816.07,1
ADRIENNE HERRING,39640.0,2369.74,1
ADRIENNE HOBBS,15260.0,2250.19,1
ADRIENNE HODGES,11156.0,1046.28,1
ADRIENNE HOWARD,43014.0,2730.64,1
ADRIENNE JOHNSON,35103.0,3336.31,1
ADRIENNE JONES,10344.0,1061.06,1
ADRIENNE JOSEPH,18088.0,1828.9,1
ADRIENNE LAMBERT,24147.0,3411.75,1
ADRIENNE LEWIS,12319.0,1388.57,1
ADRIENNE LUCAS,47249.0,2666.42,1
ADRIENNE MALONE,19009.0,1912.48,1
ADRIENNE MASON,27528.0,3497.8,1
ADRIENNE MCGUIRE,23073.0,2544.45,1
ADRIENNE MENDEZ DDS,33745.0,4210.26,1
ADRIENNE MEYERS,21214.0,1794.57,1
ADRIENNE REYES,39837.0,3409.54,1
ADRIENNE RICHARDS,41262.0,4703.84,1
ADRIENNE SCHMIDT,10654.0,1184.13,1
ADRIENNE SULLIVAN,30255.0,3208.09,1
ADRIENNE SWANSON DDS,33834.0,3804.61,1
ADRIENNE THOMPSON,18932.0,1242.91,1
ADRIENNE VASQUEZ,12458.0,1865.81,1
ADRIENNE WALKER,42497.0,3986.7,1
ADRIENNE WALSH,27150.0,4039.99,1
ADRIENNE WHEELER,24547.0,1549.5,1
AIMEE ALLEN,32790.0,1777.61,1
AIMEE ANDERSON,25485.0,3090.14,1
AIMEE BARBER,33462.0,2514.02,1
AIMEE BOND,21831.0,3159.84,1
AIMEE CASTILLO,32023.0,2673.42,1
AIMEE DAVIS,58817.0,5899.42,2
AIMEE GONZALEZ,11595.0,1183.65,1
AIMEE HARDY,41247.0,3267.31,1
AIMEE KAISER,20175.0,1143.13,1
AIMEE LOPEZ,34225.0,2189.07,1
AIMEE MCBRIDE,46321.0,3987.75,1
AIMEE MCGRATH,30852.0,2829.35,1
AIMEE MEDINA,12119.0,1180.09,1
AIMEE MENDOZA,40519.0,4242.05,1
AIMEE REEVES,39106.0,3142.84,1
AIMEE RODRIGUEZ,45789.0,3547.11,1
AIMEE SANTOS,49177.0,5584.05,2
AIMEE SIMS,38763.0,5333.51,1
AIMEE SMITH,33540.0,2756.71,1
AIMEE TUCKER,21175.0,3009.57,1
AIMEE WAGNER,47452.0,6058.08,1
AIMEE WALLER,18474.0,1821.57,1
AIMEE WILKERSON,22654.0,1648.65,1
AIMEE WOOD,36609.0,4821.98,1
AIMEE WRIGHT,19027.0,2428.17,1
ALAN ANDERSON,68573.0,6856.81,2
ALAN AVILA,31375.0,1942.41,1
ALAN BAKER,45885.0,2334.66,1
ALAN BECKER,18957.0,1958.64,1
ALAN BENNETT,20443.0,2200.42,1
ALAN BEST,34963.0,3702.28,1
ALAN BIRD,10718.0,909.97,1
ALAN BOWMAN,35312.0,2515.22,1
ALAN BOYD,83086.0,10621.32,2
ALAN BRADLEY,66724.0,7545.87,2
ALAN BROOKS,44722.0,4686.76,1
ALAN BROWN,157717.0,12730.6,4
ALAN BRYANT,32947.0,2166.36,1
ALAN CALHOUN,17318.0,2296.37,1
ALAN CARPENTER,36210.0,3145.28,1
ALAN CARROLL,28755.0,3329.03,1
ALAN CLARK,41148.0,5517.24,1
ALAN COBB,16300.0,1066.51,1
ALAN COLLIER,21278.0,1970.6,1
ALAN COLLINS,65151.0,8556.04,2
ALAN COOPER,23192.0,2067.85,1
ALAN DAVIES,30876.0,2556.17,1
ALAN DAVIS,161184.0,14679.89,5
ALAN DEAN,36768.0,1914.48,1
ALAN DELGADO,35022.0,4497.93,1
ALAN DENNIS,16626.0,2300.53,1
ALAN DUFFY,44050.0,4028.68,1
ALAN DUNN,41485.0,4689.0,1
ALAN EVANS,27163.0,3338.76,1
ALAN EVERETT,26974.0,3932.1,1
ALAN FERNANDEZ,31836.0,4726.26,1
ALAN FLORES,62469.0,8028.209999999999,2
ALAN FORD,47986.0,6521.34,1
ALAN FRANCO,37926.0,4910.76,1
ALAN FULLER,39595.0,3238.4,1
ALAN GARCIA,56447.0,5111.29,2
ALAN GARRETT,48323.0,4150.76,1
ALAN GATES,17026.0,858.57,1
ALAN GOMEZ MD,32798.0,4050.12,1
ALAN GONZALES,52141.0,5127.9400000000005,2
ALAN GONZALEZ DDS,47639.0,3111.22,1
ALAN GOOD,27808.0,2042.27,1
ALAN GRAVES,44378.0,4245.35,1
ALAN GREGORY,15271.0,1094.1,1
ALAN GRIFFIN,44971.0,4993.95,1
ALAN HALL,59087.0,7681.4,2
ALAN HARRIS,13694.0,886.39,1
ALAN HAYES,28340.0,4180.14,1
ALAN HAYNES,45790.0,4090.27,1
ALAN HERNANDEZ,42720.0,6160.22,1
ALAN HERRERA,11679.0,1198.42,1
ALAN HILL,39510.0,4270.01,1
ALAN HOFFMAN,24892.0,1465.42,1
ALAN HOOVER,45384.0,5510.57,1
ALAN HOPKINS,30460.0,3727.87,1
ALAN HORTON,26513.0,1681.63,1
ALAN HOUSE,48750.0,5791.31,1
ALAN HOWARD,14420.0,834.01,1
ALAN HUBBARD,39670.0,2465.62,1
ALAN INGRAM,12703.0,1421.21,1
ALAN JACKSON,23352.0,1427.76,1
ALAN JAMES,14811.0,946.75,1
ALAN JEFFERSON,48695.0,5782.11,1
ALAN JOHNSON,38789.0,2015.82,2
ALAN JOHNSON DDS,40270.0,2890.54,1
ALAN JONES,63116.0,8006.09,3
ALAN KEITH,33405.0,4563.66,1
ALAN KELLEY,49658.0,6045.78,1
ALAN KENNEDY,37851.0,4352.6,1
ALAN KERR,34698.0,3475.55,1
ALAN KIDD,45442.0,5015.01,1
ALAN KIM,14892.0,1350.2,1
ALAN LUCAS,34661.0,3976.57,1
ALAN MALONE,36824.0,3188.08,1
ALAN MARQUEZ,19116.0,1616.83,1
ALAN MARTIN,12622.0,1223.68,1
ALAN MAYER,40767.0,4734.31,1
ALAN MCINTOSH,36804.0,3753.12,1
ALAN MCKAY,45676.0,2324.63,1
ALAN MCKINNEY,41981.0,4102.24,1
ALAN MEDINA,15349.0,811.83,1
ALAN MENDEZ,49094.0,6432.58,1
ALAN MOONEY,38546.0,4471.02,1
ALAN MORGAN,17846.0,1372.17,1
ALAN MORRIS,41466.0,5946.94,1
ALAN MULLINS,45726.0,2625.66,1
ALAN MURPHY,44814.0,6114.13,1
ALAN MURRAY,39401.0,4147.98,1
ALAN NELSON,23843.0,2014.82,1
ALAN NIXON,36479.0,2713.18,1
ALAN OLSON,64096.0,7543.469999999999,2
ALAN ONEILL,22624.0,2000.69,1
ALAN ORTEGA,30776.0,2828.73,1
ALAN PAGE,22595.0,2267.06,1
ALAN PEREZ,86169.0,6963.29,2
ALAN PEREZ DDS,42559.0,5993.4,1
ALAN POLLARD,13197.0,1215.89,1
ALAN POOLE,48888.0,3355.72,1
ALAN POPE,23724.0,2253.46,1
ALAN QUINN,24027.0,3505.56,1
ALAN RAMIREZ,18083.0,1466.72,1
ALAN RASMUSSEN,33692.0,3726.28,1
ALAN REEVES,25377.0,1363.72,1
ALAN RICHARDSON,145145.0,17119.06,4
ALAN RODGERS,41316.0,5027.1,1
ALAN RODRIGUEZ,61869.0,5642.34,2
ALAN ROGERS,75620.0,5613.37,2
ALAN ROMERO,57820.0,7103.68,2
ALAN SALINAS,34621.0,2432.15,1
ALAN SANCHEZ,32623.0,3517.83,1
ALAN SCHULTZ,28310.0,3921.49,1
ALAN SIMS,37970.0,4555.86,1
ALAN SMITH,80363.0,7642.18,2
ALAN STANLEY,71914.0,9046.07,2
ALAN STEWART,37793.0,5244.01,1
ALAN STRICKLAND,25732.0,2799.87,1
ALAN SULLIVAN,57900.0,4253.450000000001,2
ALAN TAYLOR,33348.0,3457.37,1
ALAN THOMPSON,59070.0,6371.37,2
ALAN THORNTON,27886.0,2377.5,1
ALAN TUCKER,88822.0,11044.77,2
ALAN TUCKER DDS,41950.0,6125.51,1
ALAN VANG,29457.0,3441.76,1
ALAN VARGAS,13758.0,1958.39,1
ALAN WAGNER,34917.0,4433.9,1
ALAN WATKINS,84429.0,7567.18,2
ALAN WEBB,30450.0,2424.47,1
ALAN WHEELER,17211.0,962.04,1
ALAN WHITE,63976.0,6351.18,2
ALAN WILKINSON,22255.0,2121.59,1
ALAN WILLIAMS,83205.0,9639.31,4
ALAN WILLIS,29679.0,3857.58,1
ALAN WILSON,42173.0,3542.24,1
ALAN WYATT,43524.0,3652.15,1
ALAN ZAVALA,44564.0,2488.19,1
ALBERT ANDERSON,12218.0,978.07,1
ALBERT ARCHER,40080.0,5025.34,1
ALBERT BATES,40917.0,4999.76,1
ALBERT BECKER PHD,10036.0,654.38,1
ALBERT BOYD,46383.0,6192.48,1
ALBERT BROWN,54774.0,4885.42,2
ALBERT BURKE,33499.0,1986.91,1
ALBERT CASTILLO,38241.0,2813.53,1
ALBERT CHAPMAN,39992.0,5593.15,1
ALBERT CLARKE,32092.0,2294.31,1
ALBERT CLINE,25582.0,3601.11,1
ALBERT CRAIG,22169.0,2310.62,1
ALBERT CRAWFORD,45239.0,6636.18,1
ALBERT DAVIS,27415.0,3426.89,1
ALBERT DOUGHERTY,26637.0,1990.79,1
ALBERT DUNCAN,49553.0,5437.21,1
ALBERT DURHAM,41476.0,4515.46,1
ALBERT EDWARDS,42988.0,2904.32,1
ALBERT EVANS,27057.0,1855.31,1
ALBERT FERGUSON,11963.0,1504.11,1
ALBERT FIGUEROA,37695.0,2704.95,1
ALBERT FINLEY,43449.0,2666.72,1
ALBERT FLORES,25964.0,3659.19,1
ALBERT FRAZIER,41038.0,5232.74,1
ALBERT GARRETT,11754.0,933.8,1
ALBERT GEORGE,61165.0,8117.5,2
ALBERT GILLESPIE,24322.0,2737.84,1
ALBERT GOODWIN,23909.0,1339.52,1
ALBERT GRAY,13779.0,1034.18,1
ALBERT GREGORY,27986.0,3426.4,1
ALBERT GROSS,31938.0,3654.56,1
ALBERT HARDING,31177.0,4319.29,1
ALBERT HARRIS,81426.0,8286.07,2
ALBERT HARRISON,16146.0,2320.69,1
ALBERT HINES,23531.0,2364.5,1
ALBERT HOLT,39826.0,5572.03,1
ALBERT HOWELL,25594.0,3194.52,1
ALBERT HUGHES,22996.0,2267.09,1
ALBERT JENNINGS,30171.0,4015.1,1
ALBERT JOHNSON,46949.0,5794.65,2
ALBERT JONES,31978.0,3718.96,1
ALBERT KLEIN,22419.0,1911.22,1
ALBERT LARA,43794.0,3512.12,1
ALBERT LEE,60615.0,4880.29,2
ALBERT LOPEZ,48162.0,5894.54,1
ALBERT MARSHALL,30898.0,1578.06,1
ALBERT MARTINEZ,12559.0,996.37,1
ALBERT MCDANIEL,12205.0,655.96,1
ALBERT MILLER,52556.0,4292.25,2
ALBERT MITCHELL,36720.0,3976.93,1
ALBERT MOORE PHD,19526.0,1452.67,1
ALBERT MORAN,65145.0,9036.61,2
ALBERT MORTON,47409.0,6176.75,1
ALBERT MUNOZ,28742.0,1888.26,1
ALBERT NELSON,22282.0,3211.42,1
ALBERT NEWMAN,43562.0,5924.99,1
ALBERT PACHECO,36831.0,5233.6,1
ALBERT PADILLA,39168.0,2984.8,1
ALBERT PARK,36344.0,3117.91,1
ALBERT PATTERSON,48830.0,5830.47,1
ALBERT PEREZ,23544.0,2221.34,1
ALBERT PERKINS,12966.0,1907.45,1
ALBERT PERRY,16447.0,965.84,1
ALBERT PETERSEN,26459.0,1585.49,1
ALBERT PITTMAN,31160.0,3741.9,1
ALBERT QUINN,15573.0,1768.83,1
ALBERT REILLY,18493.0,2695.09,1
ALBERT RICE,48894.0,4519.66,1
ALBERT RICHARDSON,39878.0,2374.21,1
ALBERT RODRIGUEZ,19687.0,1569.23,1
ALBERT ROGERS,61668.0,8055.150000000001,2
ALBERT ROSS,26776.0,2804.29,1
ALBERT RYAN,21162.0,1664.25,1
ALBERT SANCHEZ,58366.0,4118.41,2
ALBERT SHERMAN,32999.0,4947.19,1
ALBERT SMITH,21567.0,2077.82,1
ALBERT SWANSON,44123.0,6135.27,1
ALBERT TERRY,10478.0,539.29,1
ALBERT TODD,10108.0,1471.99,1
ALBERT VAUGHN,13439.0,1269.75,1
ALBERT WELCH,49217.0,2934.09,1
ALBERT WHITE,44385.0,5035.27,2
ALBERT WILLIAMS,57521.0,7344.269999999999,2
ALBERT YOUNG,26363.0,2829.88,1
ALEC BARNETT,46604.0,5479.78,1
ALEC BEARD,31873.0,3183.59,1
ALEC CAMPBELL,29682.0,3833.99,1
ALEC CARTER,12830.0,1582.11,1
ALEC COLON,46070.0,2478.86,1
ALEC DANIELS,19667.0,2894.89,1
ALEC GALVAN,25802.0,2313.49,1
ALEC GILES,47321.0,6579.49,1
ALEC HUGHES,16389.0,1976.49,1
ALEC IBARRA,43427.0,5543.57,1
ALEC JACKSON,42571.0,4093.84,1
ALEC MAYER,23657.0,3212.04,1
ALEC MCCOY,48683.0,7216.89,1
ALEC MOORE,44690.0,4500.89,1
ALEC MORALES,46463.0,6634.63,1
ALEC MORENO,48815.0,3813.65,1
ALEC MOSS,48350.0,6825.46,1
ALEC MULLINS,35186.0,4501.4,1
ALEC MURRAY,35890.0,2861.29,1
ALEC NOLAN,31747.0,3989.29,1
ALEC PALMER,27238.0,3195.31,1
ALEC RAMIREZ,44810.0,4842.76,1
ALEC REYNOLDS,19769.0,2028.96,1
ALEC ROGERS,25757.0,1486.08,1
ALEC RYAN,28082.0,3768.81,1
ALEC SMITH,21562.0,3187.51,1
ALEC THOMAS,19890.0,2164.38,1
ALEC VELEZ,44850.0,6669.02,1
ALEC WANG,37759.0,2529.63,1
ALEC WHITAKER,13883.0,1140.36,1
ALEC WHITE,11740.0,1639.56,1
ALEC WOLF,35235.0,5215.11,1
ALEC WRIGHT,32919.0,4128.18,1
ALEC WYATT,43312.0,4363.12,1
ALEC YODER,47413.0,5701.52,1
ALEJANDRA ALLEN DVM,13970.0,1567.45,1
ALEJANDRA ARNOLD,36969.0,2473.43,1
ALEJANDRA BLACK,20034.0,1422.74,1
ALEJANDRA BOOTH,20706.0,2590.11,1
ALEJANDRA CARSON,19811.0,2697.99,1
ALEJANDRA CERVANTES,30921.0,3082.41,1
ALEJANDRA CORTEZ,33547.0,3136.35,1
ALEJANDRA CUNNINGHAM,11801.0,1193.54,1
ALEJANDRA DAVENPORT,15865.0,1881.0,1
ALEJANDRA DAVIS,28471.0,4188.47,1
ALEJANDRA FARMER,10729.0,1348.85,1
ALEJANDRA GARRISON,13687.0,1412.67,1
